time_year,scenario,CDR,cycles,R_env,qmax_over_qu,epsilon_p_raw,epsilon_p_eff,eta_eff,cb_eff,Delta_tan_phi_eff,Dcp,Dphip,qu,qu_no_cyclic_damage,FS,pf,beta,pf_life
37.5,C1,0.08500000000000009,2000.0,1.0,0.6625000000000001,1.1543445366544445e-05,1.1542705114130359e-05,0.4844582919044741,45.624072453636785,0.0648069539830193,0.999907662622445,0.9999365171369945,870.2117473375439,870.2207381488546,0.9160123656184672,0.7287716484315997,-0.6091021944369206,0.7641333333333333
38.0,C1,0.07618322121561294,2000.0,1.0,0.6580916106078065,1.1543445366544445e-05,1.1542705114130359e-05,0.48119874587906714,45.27123637585645,0.06443613588374927,0.999907662622445,0.9999365171369945,869.5220583101803,869.5309913606183,0.9152863771686108,0.7304902730723806,-0.6142964411301874,0.7641333333333333
38.5,C1,0.0707341522555727,2000.0,1.0,0.6553670761277863,1.1543445366544445e-05,1.1542705114130359e-05,0.4779845155480016,44.92365646566284,0.06407010393293415,0.999907662622445,0.9999365171369945,868.840630002551,868.8495059946752,0.9145690842132116,0.732184268953652,-0.6194325218010501,0.7641333333333333
39.0,C1,0.0707341522555727,2000.0,1.0,0.6553670761277863,1.1543445366544445e-05,1.1542705114130359e-05,0.4748149709118426,44.58125191031888,0.06370879900652274,0.999907662622445,0.9999365171369945,868.1673967237422,868.1762163542423,0.9138604176039391,0.7338539074510587,-0.624510792029717,0.7641333333333333
39.5,C1,0.07618322121561293,2000.0,1.0,0.6580916106078064,1.1543445366544445e-05,1.1542705114130359e-05,0.4716894907296947,44.24394317733247,0.06335216267340729,0.999907662622445,0.9999365171369945,867.50229183105,867.5110557906763,0.913160307190579,0.7354994619001534,-0.6295316174410442,0.7641333333333333
40.0,C1,0.08499999999999998,2000.0,1.0,0.6625,1.1569204826847712e-05,1.1568461267040807e-05,0.46860746239743645,43.91164294586605,0.06300012826303852,0.999907456592269,0.9999363754871564,866.8452283831941,866.8539567888985,0.9124686614559938,0.7371212551730847,-0.6344955199170663,0.7641333333333333
40.5,C1,0.09381677878438704,2000.0,1.0,0.6669083893921935,1.1798305243833349e-05,1.1797531944257588e-05,0.465568281827648,43.58421247473827,0.0626525776696597,0.9999056241981221,0.9999351156793852,866.1960053229717,866.2048510487953,0.9117852687610228,0.7387198897372222,-0.6394038877020262,0.7641333333333333
41.0,C1,0.09926584774442726,2000.0,1.0,0.6696329238722136,1.2266520668222422e-05,1.2265684775478736e-05,0.46257135333120825,43.26156514178682,0.06230944338549764,0.9999018793359434,0.9999325410091949,865.5545298282622,865.5636695627587,0.9111100313981707,0.7402956986854613,-0.6442572956259227,0.7641333333333333
41.5,C1,0.0992658477444273,2000.0,1.0,0.6696329238722136,1.2734736092611496e-05,1.2733835171198082e-05,0.45961608950053756,42.94371026736724,0.06197075248219434,0.999898134507272,0.9999299663590283,864.9209125646413,864.9303426895299,0.9104430658575171,0.7418485156727057,-0.649054780516856,0.7641333333333333
42.0,C1,0.09381677878438713,2000.0,1.0,0.6669083893921935,1.2963836509597137e-05,1.2962902881887838e-05,0.45670191109446434,42.63065590154234,0.06163653089186979,0.9998963021539382,0.9999287065756466,864.2952592138731,864.3048002245042,0.9097844833830243,0.7433781898274285,-0.6537954157560448,0.7641333333333333
42.5,C1,0.08499999999999999,2000.0,1.0,0.6625,1.2989595969900404e-05,1.2988658628313443e-05,0.4538282469246917,42.3223158388573,0.06130671078322943,0.9998960961293546,0.9999285649291505,863.6774696247164,863.686971466644,0.909134178552333,0.7448850748155655,-0.6584798349842994,0.7641333333333333
43.0,C1,0.07618322121561294,2000.0,1.0,0.6580916106078065,1.2989595969900404e-05,1.2988658628313443e-05,0.45099453374384274,42.01855775710584,0.060981177701214244,0.9998960961293546,0.9999285649291505,863.0673408360129,863.0767852821432,0.9084919377221189,0.7463697724297986,-0.6631094556852506,0.7641333333333333
43.5,C1,0.07073415225557272,2000.0,1.0,0.6553670761277863,1.2989595969900404e-05,1.2988658628313443e-05,0.4482002161350622,41.71930286719438,0.060659869752245854,0.9998960961293546,0.9999285649291505,862.4647823928547,862.474170164983,0.9078576656766891,0.7478326074967357,-0.6676848463351356,0.7641333333333333
